quote_id,leg_type,origin_warehouse_id,destination_type,destination_id,destination_name,haversine_km,road_factor,estimated_distance_km,base_idr_per_demand_unit,distance_rate_idr_per_km_per_demand_unit,lane_factor,noise_factor,quoted_idr_per_demand_unit,is_current_lane
LM-CAN-PADANG-IDN035,last_mile,CAN-PADANG,province,IDN035,Papua Barat,3756.084,1.250,4695.105,2200,14.00,1.320,1.0531,94400,false
LM-CAN-PADANG-IDN036,last_mile,CAN-PADANG,province,IDN036,Papua Selatan,4351.196,1.250,5438.995,2200,14.00,1.320,0.9839,101800,false
LM-CAN-PADANG-IDN037,last_mile,CAN-PADANG,province,IDN037,Papua Tengah,4033.240,1.250,5041.550,2200,14.00,1.320,0.9502,91300,false
LM-CAN-PADANG-IDN038,last_mile,CAN-PADANG,province,IDN038,Papua Pegunungan,4358.189,1.250,5447.736,2200,14.00,1.320,1.0735,111200,false
LM-CAN-PEKANBARU-IDN001,last_mile,CAN-PEKANBARU,province,IDN001,Aceh,652.108,1.250,815.135,2200,14.00,1.000,0.9995,13600,false
LM-CAN-PEKANBARU-IDN002,last_mile,CAN-PEKANBARU,province,IDN002,Sumatera Utara,290.789,1.250,363.486,2200,14.00,1.000,0.9950,7300,false
LM-CAN-PEKANBARU-IDN003,last_mile,CAN-PEKANBARU,province,IDN003,Sumatera Barat,211.667,1.250,264.584,2200,14.00,1.000,0.9984,5900,false
LM-CAN-PEKANBARU-IDN004,last_mile,CAN-PEKANBARU,province,IDN004,Riau,36.117,1.250,45.147,2200,14.00,1.000,0.9829,2800,false
LM-CAN-PEKANBARU-IDN005,last_mile,CAN-PEKANBARU,province,IDN005,Jambi,268.096,1.250,335.120,2200,14.00,1.000,0.9874,6800,false
LM-CAN-PEKANBARU-IDN006,last_mile,CAN-PEKANBARU,province,IDN006,Sumatera Selatan,483.661,1.250,604.577,2200,14.00,1.000,1.0290,11000,false
LM-CAN-PEKANBARU-IDN007,last_mile,CAN-PEKANBARU,province,IDN007,Bengkulu,468.226,1.250,585.283,2200,14.00,1.000,0.9697,10100,false
LM-CAN-PEKANBARU-IDN008,last_mile,CAN-PEKANBARU,province,IDN008,Lampung,707.675,1.250,884.593,2200,14.00,1.000,1.0598,15500,false
LM-CAN-PEKANBARU-IDN009,last_mile,CAN-PEKANBARU,province,IDN009,Kepulauan Bangka Belitung,594.639,1.250,743.298,2200,14.00,1.000,0.9958,12600,false
LM-CAN-PEKANBARU-IDN010,last_mile,CAN-PEKANBARU,province,IDN010,Kepulauan Riau,436.684,1.250,545.855,2200,14.00,1.000,1.0428,10300,false
LM-CAN-PEKANBARU-IDN011,last_mile,CAN-PEKANBARU,province,IDN011,DKI Jakarta,955.148,1.250,1193.936,2200,14.00,1.160,0.9436,20700,false
LM-CAN-PEKANBARU-IDN012,last_mile,CAN-PEKANBARU,province,IDN012,Jawa Barat,1060.577,1.250,1325.722,2200,14.00,1.160,1.0022,24100,false
LM-CAN-PEKANBARU-IDN013,last_mile,CAN-PEKANBARU,province,IDN013,Jawa Tengah,1280.496,1.250,1600.620,2200,14.00,1.160,1.0109,28900,false
LM-CAN-PEKANBARU-IDN014,last_mile,CAN-PEKANBARU,province,IDN014,Daerah Istimewa Yogyakarta,1359.598,1.250,1699.498,2200,14.00,1.160,0.9871,29800,false
LM-CAN-PEKANBARU-IDN015,last_mile,CAN-PEKANBARU,province,IDN015,Jawa Timur,1546.573,1.250,1933.217,2200,14.00,1.160,1.0522,35700,false
LM-CAN-PEKANBARU-IDN016,last_mile,CAN-PEKANBARU,province,IDN016,Banten,922.721,1.250,1153.402,2200,14.00,1.160,0.9746,20700,false
LM-CAN-PEKANBARU-IDN017,last_mile,CAN-PEKANBARU,province,IDN017,Bali,1774.023,1.250,2217.528,2200,14.00,1.160,0.9719,37500,false
LM-CAN-PEKANBARU-IDN018,last_mile,CAN-PEKANBARU,province,IDN018,Nusa Tenggara Barat,1994.638,1.250,2493.298,2200,14.00,1.240,0.9808,45100,false
LM-CAN-PEKANBARU-IDN019,last_mile,CAN-PEKANBARU,province,IDN019,Nusa Tenggara Timur,2661.900,1.250,3327.374,2200,14.00,1.240,0.9982,60400,false
LM-CAN-PEKANBARU-IDN020,last_mile,CAN-PEKANBARU,province,IDN020,Kalimantan Barat,1073.816,1.250,1342.270,2200,14.00,1.160,1.0366,25200,false
LM-CAN-PEKANBARU-IDN021,last_mile,CAN-PEKANBARU,province,IDN021,Kalimantan Tengah,1317.453,1.250,1646.816,2200,14.00,1.160,1.0355,30300,false
LM-CAN-PEKANBARU-IDN022,last_mile,CAN-PEKANBARU,province,IDN022,Kalimantan Selatan,1613.847,1.250,2017.308,2200,14.00,1.160,1.0130,35800,false
LM-CAN-PEKANBARU-IDN023,last_mile,CAN-PEKANBARU,province,IDN023,Kalimantan Timur,1693.876,1.250,2117.345,2200,14.00,1.160,1.0052,37100,false
LM-CAN-PEKANBARU-IDN024,last_mile,CAN-PEKANBARU,province,IDN024,Kalimantan Utara,1715.487,1.250,2144.359,2200,14.00,1.160,1.0154,38000,false
LM-CAN-PEKANBARU-IDN025,last_mile,CAN-PEKANBARU,province,IDN025,Sulawesi Utara,2523.411,1.250,3154.264,2200,14.00,1.160,0.9789,52600,false
LM-CAN-PEKANBARU-IDN026,last_mile,CAN-PEKANBARU,province,IDN026,Sulawesi Tengah,2175.167,1.250,2718.959,2200,14.00,1.160,1.0045,46900,false
LM-CAN-PEKANBARU-IDN027,last_mile,CAN-PEKANBARU,province,IDN027,Sulawesi Selatan,2123.101,1.250,2653.876,2200,14.00,1.160,1.0444,47700,false
LM-CAN-PEKANBARU-IDN028,last_mile,CAN-PEKANBARU,province,IDN028,Sulawesi Tenggara,2363.106,1.250,2953.882,2200,14.00,1.160,1.0357,52300,false
LM-CAN-PEKANBARU-IDN029,last_mile,CAN-PEKANBARU,province,IDN029,Gorontalo,2294.816,1.250,2868.520,2200,14.00,1.160,1.0347,50800,false
LM-CAN-PEKANBARU-IDN030,last_mile,CAN-PEKANBARU,province,IDN030,Sulawesi Barat,2011.980,1.250,2514.974,2200,14.00,1.160,1.0181,44200,false
LM-CAN-PEKANBARU-IDN031,last_mile,CAN-PEKANBARU,province,IDN031,Maluku,3374.984,1.250,4218.730,2200,14.00,1.320,0.9825,79500,false
LM-CAN-PEKANBARU-IDN032,last_mile,CAN-PEKANBARU,province,IDN032,Maluku Utara,2958.022,1.250,3697.527,2200,14.00,1.320,0.9444,67300,false
LM-CAN-PEKANBARU-IDN033,last_mile,CAN-PEKANBARU,province,IDN033,Papua,4169.993,1.250,5212.491,2200,14.00,1.320,1.0078,100000,false
LM-CAN-PEKANBARU-IDN034,last_mile,CAN-PEKANBARU,province,IDN034,Papua Barat Daya,3405.881,1.250,4257.351,2200,14.00,1.320,1.0724,87500,false
LM-CAN-PEKANBARU-IDN035,last_mile,CAN-PEKANBARU,province,IDN035,Papua Barat,3659.044,1.250,4573.805,2200,14.00,1.320,1.0459,91400,false
LM-CAN-PEKANBARU-IDN036,last_mile,CAN-PEKANBARU,province,IDN036,Papua Selatan,4274.714,1.250,5343.392,2200,14.00,1.320,1.0556,107300,false
LM-CAN-PEKANBARU-IDN037,last_mile,CAN-PEKANBARU,province,IDN037,Papua Tengah,3937.154,1.250,4921.442,2200,14.00,1.320,1.0790,101300,false
LM-CAN-PEKANBARU-IDN038,last_mile,CAN-PEKANBARU,province,IDN038,Papua Pegunungan,4262.115,1.250,5327.644,2200,14.00,1.320,1.0384,105300,false
LM-CAN-JAMBI-IDN001,last_mile,CAN-JAMBI,province,IDN001,Aceh,988.600,1.250,1235.750,2200,14.00,1.000,0.9988,19500,false
LM-CAN-JAMBI-IDN002,last_mile,CAN-JAMBI,province,IDN002,Sumatera Utara,627.467,1.250,784.334,2200,14.00,1.000,1.0564,13900,false
LM-CAN-JAMBI-IDN003,last_mile,CAN-JAMBI,province,IDN003,Sumatera Barat,366.160,1.250,457.700,2200,14.00,1.000,1.0526,9100,false
LM-CAN-JAMBI-IDN004,last_mile,CAN-JAMBI,province,IDN004,Riau,305.838,1.250,382.297,2200,14.00,1.000,0.9572,7200,false
LM-CAN-JAMBI-IDN005,last_mile,CAN-JAMBI,province,IDN005,Jambi,150.045,1.250,187.557,2200,14.00,1.000,1.0240,4900,false
LM-CAN-JAMBI-IDN006,last_mile,CAN-JAMBI,province,IDN006,Sumatera Selatan,168.972,1.250,211.215,2200,14.00,1.000,1.0513,5400,false
LM-CAN-JAMBI-IDN007,last_mile,CAN-JAMBI,province,IDN007,Bengkulu,262.716,1.250,328.395,2200,14.00,1.000,1.0570,7200,false
LM-CAN-JAMBI-IDN008,last_mile,CAN-JAMBI,province,IDN008,Lampung,387.199,1.250,483.999,2200,14.00,1.000,1.0194,9200,false
LM-CAN-JAMBI-IDN009,last_mile,CAN-JAMBI,province,IDN009,Kepulauan Bangka Belitung,279.813,1.250,349.766,2200,14.00,1.000,1.0767,7600,false
LM-CAN-JAMBI-IDN010,last_mile,CAN-JAMBI,province,IDN010,Kepulauan Riau,387.636,1.250,484.545,2200,14.00,1.000,0.9648,8700,false
LM-CAN-JAMBI-IDN011,last_mile,CAN-JAMBI,province,IDN011,DKI Jakarta,622.435,1.250,778.044,2200,14.00,1.160,1.0744,16300,false
LM-CAN-JAMBI-IDN012,last_mile,CAN-JAMBI,province,IDN012,Jawa Barat,727.667,1.250,909.584,2200,14.00,1.160,1.0713,18600,false
LM-CAN-JAMBI-IDN013,last_mile,CAN-JAMBI,province,IDN013,Jawa Tengah,943.796,1.250,1179.746,2200,14.00,1.160,0.9458,20500,false
LM-CAN-JAMBI-IDN014,last_mile,CAN-JAMBI,province,IDN014,Daerah Istimewa Yogyakarta,1022.968,1.250,1278.710,2200,14.00,1.160,1.0711,25000,false
LM-CAN-JAMBI-IDN015,last_mile,CAN-JAMBI,province,IDN015,Jawa Timur,1213.447,1.250,1516.809,2200,14.00,1.160,0.9408,25600,false
LM-CAN-JAMBI-IDN016,last_mile,CAN-JAMBI,province,IDN016,Banten,596.289,1.250,745.361,2200,14.00,1.160,0.9891,14500,false
LM-CAN-JAMBI-IDN017,last_mile,CAN-JAMBI,province,IDN017,Bali,1444.663,1.250,1805.829,2200,14.00,1.160,1.0050,32000,false
LM-CAN-JAMBI-IDN018,last_mile,CAN-JAMBI,province,IDN018,Nusa Tenggara Barat,1668.590,1.250,2085.737,2200,14.00,1.240,1.0160,39600,false
LM-CAN-JAMBI-IDN019,last_mile,CAN-JAMBI,province,IDN019,Nusa Tenggara Timur,2348.467,1.250,2935.583,2200,14.00,1.240,0.9811,52700,false
LM-CAN-JAMBI-IDN020,last_mile,CAN-JAMBI,province,IDN020,Kalimantan Barat,848.986,1.250,1061.233,2200,14.00,1.160,1.0356,20500,false
LM-CAN-JAMBI-IDN021,last_mile,CAN-JAMBI,province,IDN021,Kalimantan Tengah,1051.501,1.250,1314.376,2200,14.00,1.160,1.0524,25200,false
LM-CAN-JAMBI-IDN022,last_mile,CAN-JAMBI,province,IDN022,Kalimantan Selatan,1331.269,1.250,1664.087,2200,14.00,1.160,0.9701,28700,false
LM-CAN-JAMBI-IDN023,last_mile,CAN-JAMBI,province,IDN023,Kalimantan Timur,1471.111,1.250,1838.889,2200,14.00,1.160,1.0074,32700,false
LM-CAN-JAMBI-IDN024,last_mile,CAN-JAMBI,province,IDN024,Kalimantan Utara,1540.696,1.250,1925.870,2200,14.00,1.160,0.9920,33600,false
LM-CAN-JAMBI-IDN025,last_mile,CAN-JAMBI,province,IDN025,Sulawesi Utara,2297.848,1.250,2872.310,2200,14.00,1.160,1.0061,49500,false
LM-CAN-JAMBI-IDN026,last_mile,CAN-JAMBI,province,IDN026,Sulawesi Tengah,1929.206,1.250,2411.507,2200,14.00,1.160,1.0564,44100,false
LM-CAN-JAMBI-IDN027,last_mile,CAN-JAMBI,province,IDN027,Sulawesi Selatan,1838.567,1.250,2298.209,2200,14.00,1.160,1.0732,42800,false
LM-CAN-JAMBI-IDN028,last_mile,CAN-JAMBI,province,IDN028,Sulawesi Tenggara,2082.088,1.250,2602.610,2200,14.00,1.160,1.0084,45200,false
LM-CAN-JAMBI-IDN029,last_mile,CAN-JAMBI,province,IDN029,Gorontalo,2070.041,1.250,2587.552,2200,14.00,1.160,1.0481,46700,false
LM-CAN-JAMBI-IDN030,last_mile,CAN-JAMBI,province,IDN030,Sulawesi Barat,1748.127,1.250,2185.158,2200,14.00,1.160,0.9894,37600,false
LM-CAN-JAMBI-IDN031,last_mile,CAN-JAMBI,province,IDN031,Maluku,3091.910,1.250,3864.887,2200,14.00,1.320,0.9415,70000,false
LM-CAN-JAMBI-IDN032,last_mile,CAN-JAMBI,province,IDN032,Maluku Utara,2727.565,1.250,3409.456,2200,14.00,1.320,1.0530,69400,false
LM-CAN-JAMBI-IDN033,last_mile,CAN-JAMBI,province,IDN033,Papua,3915.322,1.250,4894.152,2200,14.00,1.320,0.9864,92100,false
LM-CAN-JAMBI-IDN034,last_mile,CAN-JAMBI,province,IDN034,Papua Barat Daya,3159.249,1.250,3949.062,2200,14.00,1.320,1.0481,79500,false
LM-CAN-JAMBI-IDN035,last_mile,CAN-JAMBI,province,IDN035,Papua Barat,3396.126,1.250,4245.157,2200,14.00,1.320,0.9523,77500,false
LM-CAN-JAMBI-IDN036,last_mile,CAN-JAMBI,province,IDN036,Papua Selatan,3988.351,1.250,4985.438,2200,14.00,1.320,1.0249,97400,false
LM-CAN-JAMBI-IDN037,last_mile,CAN-JAMBI,province,IDN037,Papua Tengah,3672.924,1.250,4591.155,2200,14.00,1.320,0.9987,87600,false
LM-CAN-JAMBI-IDN038,last_mile,CAN-JAMBI,province,IDN038,Papua Pegunungan,3997.767,1.250,4997.209,2200,14.00,1.320,0.9659,92000,false
LM-CAN-BENGKULU-IDN001,last_mile,CAN-BENGKULU,province,IDN001,Aceh,1079.276,1.250,1349.094,2200,14.00,1.000,1.0775,22700,false
LM-CAN-BENGKULU-IDN002,last_mile,CAN-BENGKULU,province,IDN002,Sumatera Utara,741.144,1.250,926.430,2200,14.00,1.000,0.9914,15000,false
LM-CAN-BENGKULU-IDN003,last_mile,CAN-BENGKULU,province,IDN003,Sumatera Barat,369.761,1.250,462.202,2200,14.00,1.000,1.0035,8700,false
LM-CAN-BENGKULU-IDN004,last_mile,CAN-BENGKULU,province,IDN004,Riau,450.640,1.250,563.300,2200,14.00,1.000,0.9977,10100,false
LM-CAN-BENGKULU-IDN005,last_mile,CAN-BENGKULU,province,IDN005,Jambi,226.156,1.250,282.695,2200,14.00,1.000,1.0740,6600,false
LM-CAN-BENGKULU-IDN006,last_mile,CAN-BENGKULU,province,IDN006,Sumatera Selatan,193.852,1.250,242.316,2200,14.00,1.000,0.9766,5500,false
LM-CAN-BENGKULU-IDN007,last_mile,CAN-BENGKULU,province,IDN007,Bengkulu,22.873,1.250,28.591,2200,14.00,1.000,0.9905,2600,false
LM-CAN-BENGKULU-IDN008,last_mile,CAN-BENGKULU,province,IDN008,Lampung,313.582,1.250,391.978,2200,14.00,1.000,0.9701,7500,false
LM-CAN-BENGKULU-IDN009,last_mile,CAN-BENGKULU,province,IDN009,Kepulauan Bangka Belitung,457.635,1.250,572.044,2200,14.00,1.000,0.9939,10100,false
LM-CAN-BENGKULU-IDN010,last_mile,CAN-BENGKULU,province,IDN010,Kepulauan Riau,672.734,1.250,840.918,2200,14.00,1.000,1.0286,14400,false
LM-CAN-BENGKULU-IDN011,last_mile,CAN-BENGKULU,province,IDN011,DKI Jakarta,571.378,1.250,714.223,2200,14.00,1.160,1.0734,15200,false
LM-CAN-BENGKULU-IDN012,last_mile,CAN-BENGKULU,province,IDN012,Jawa Barat,669.390,1.250,836.737,2200,14.00,1.160,1.0235,16500,false
LM-CAN-BENGKULU-IDN013,last_mile,CAN-BENGKULU,province,IDN013,Jawa Tengah,928.002,1.250,1160.002,2200,14.00,1.160,1.0229,21900,false
LM-CAN-BENGKULU-IDN014,last_mile,CAN-BENGKULU,province,IDN014,Daerah Istimewa Yogyakarta,1007.533,1.250,1259.416,2200,14.00,1.160,1.0254,23600,false
LM-CAN-BENGKULU-IDN015,last_mile,CAN-BENGKULU,province,IDN015,Jawa Timur,1230.727,1.250,1538.409,2200,14.00,1.160,1.0396,28600,false
LM-CAN-BENGKULU-IDN016,last_mile,CAN-BENGKULU,province,IDN016,Banten,514.666,1.250,643.332,2200,14.00,1.160,1.0307,13400,false
LM-CAN-BENGKULU-IDN017,last_mile,CAN-BENGKULU,province,IDN017,Bali,1475.410,1.250,1844.263,2200,14.00,1.160,1.0638,34600,false
LM-CAN-BENGKULU-IDN018,last_mile,CAN-BENGKULU,province,IDN018,Nusa Tenggara Barat,1707.859,1.250,2134.823,2200,14.00,1.240,1.0084,40100,false
LM-CAN-BENGKULU-IDN019,last_mile,CAN-BENGKULU,province,IDN019,Nusa Tenggara Timur,2414.635,1.250,3018.294,2200,14.00,1.240,0.9675,53300,false
LM-CAN-BENGKULU-IDN020,last_mile,CAN-BENGKULU,province,IDN020,Kalimantan Barat,1065.410,1.250,1331.762,2200,14.00,1.160,1.0027,24200,false
LM-CAN-BENGKULU-IDN021,last_mile,CAN-BENGKULU,province,IDN021,Kalimantan Tengah,1221.043,1.250,1526.304,2200,14.00,1.160,1.0007,27400,false
LM-CAN-BENGKULU-IDN022,last_mile,CAN-BENGKULU,province,IDN022,Kalimantan Selatan,1470.384,1.250,1837.980,2200,14.00,1.160,1.0667,34600,false
LM-CAN-BENGKULU-IDN023,last_mile,CAN-BENGKULU,province,IDN023,Kalimantan Timur,1670.769,1.250,2088.462,2200,14.00,1.160,1.0548,38500,false
LM-CAN-BENGKULU-IDN024,last_mile,CAN-BENGKULU,province,IDN024,Kalimantan Utara,1772.041,1.250,2215.051,2200,14.00,1.160,0.9492,36600,false
LM-CAN-BENGKULU-IDN025,last_mile,CAN-BENGKULU,province,IDN025,Sulawesi Utara,2484.147,1.250,3105.184,2200,14.00,1.160,0.9735,51600,false
LM-CAN-BENGKULU-IDN026,last_mile,CAN-BENGKULU,province,IDN026,Sulawesi Tengah,2100.459,1.250,2625.573,2200,14.00,1.160,0.9856,44500,false
LM-CAN-BENGKULU-IDN027,last_mile,CAN-BENGKULU,province,IDN027,Sulawesi Selatan,1964.329,1.250,2455.411,2200,14.00,1.160,0.9878,41900,false
LM-CAN-BENGKULU-IDN028,last_mile,CAN-BENGKULU,province,IDN028,Sulawesi Tenggara,2209.525,1.250,2761.906,2200,14.00,1.160,1.0441,49500,false
LM-CAN-BENGKULU-IDN029,last_mile,CAN-BENGKULU,province,IDN029,Gorontalo,2259.314,1.250,2824.143,2200,14.00,1.160,1.0315,49900,false
LM-CAN-BENGKULU-IDN030,last_mile,CAN-BENGKULU,province,IDN030,Sulawesi Barat,1902.559,1.250,2378.199,2200,14.00,1.160,0.9779,40300,false
LM-CAN-BENGKULU-IDN031,last_mile,CAN-BENGKULU,province,IDN031,Maluku,3207.459,1.250,4009.324,2200,14.00,1.320,1.0627,81800,false
LM-CAN-BENGKULU-IDN032,last_mile,CAN-BENGKULU,province,IDN032,Maluku Utara,2906.044,1.250,3632.554,2200,14.00,1.320,1.0387,72700,false
LM-CAN-BENGKULU-IDN033,last_mile,CAN-BENGKULU,province,IDN033,Papua,4062.950,1.250,5078.688,2200,14.00,1.320,1.0600,102600,false
LM-CAN-BENGKULU-IDN034,last_mile,CAN-BENGKULU,province,IDN034,Papua Barat Daya,3319.198,1.250,4148.997,2200,14.00,1.320,0.9465,75300,false
LM-CAN-BENGKULU-IDN035,last_mile,CAN-BENGKULU,province,IDN035,Papua Barat,3536.576,1.250,4420.721,2200,14.00,1.320,0.9548,80800,false
LM-CAN-BENGKULU-IDN036,last_mile,CAN-BENGKULU,province,IDN036,Papua Selatan,4094.469,1.250,5118.086,2200,14.00,1.320,1.0635,103700,false
LM-CAN-BENGKULU-IDN037,last_mile,CAN-BENGKULU,province,IDN037,Papua Tengah,3810.440,1.250,4763.050,2200,14.00,1.320,1.0696,97300,false
LM-CAN-BENGKULU-IDN038,last_mile,CAN-BENGKULU,province,IDN038,Papua Pegunungan,4133.754,1.250,5167.193,2200,14.00,1.320,1.0311,101500,false
LM-CAN-BANDAR-LAMPUNG-IDN001,last_mile,CAN-BANDAR-LAMPUNG,province,IDN001,Aceh,1420.753,1.250,1775.941,2200,14.00,1.000,1.0333,28000,false
LM-CAN-BANDAR-LAMPUNG-IDN002,last_mile,CAN-BANDAR-LAMPUNG,province,IDN002,Sumatera Utara,1065.859,1.250,1332.324,2200,14.00,1.000,0.9826,20500,false
LM-CAN-BANDAR-LAMPUNG-IDN003,last_mile,CAN-BANDAR-LAMPUNG,province,IDN003,Sumatera Barat,727.049,1.250,908.812,2200,14.00,1.000,1.0292,15400,false
LM-CAN-BANDAR-LAMPUNG-IDN004,last_mile,CAN-BANDAR-LAMPUNG,province,IDN004,Riau,747.066,1.250,933.832,2200,14.00,1.000,1.0777,16500,false
LM-CAN-BANDAR-LAMPUNG-IDN005,last_mile,CAN-BANDAR-LAMPUNG,province,IDN005,Jambi,523.571,1.250,654.463,2200,14.00,1.000,0.9558,10900,false
LM-CAN-BANDAR-LAMPUNG-IDN006,last_mile,CAN-BANDAR-LAMPUNG,province,IDN006,Sumatera Selatan,298.087,1.250,372.609,2200,14.00,1.000,1.0197,7600,false
LM-CAN-BANDAR-LAMPUNG-IDN007,last_mile,CAN-BANDAR-LAMPUNG,province,IDN007,Bengkulu,379.884,1.250,474.854,2200,14.00,1.000,1.0149,9000,false
LM-CAN-BANDAR-LAMPUNG-IDN008,last_mile,CAN-BANDAR-LAMPUNG,province,IDN008,Lampung,73.967,1.250,92.458,2200,14.00,1.000,1.0568,3700,false
LM-CAN-BANDAR-LAMPUNG-IDN009,last_mile,CAN-BANDAR-LAMPUNG,province,IDN009,Kepulauan Bangka Belitung,366.294,1.250,457.867,2200,14.00,1.000,1.0176,8800,false
LM-CAN-BANDAR-LAMPUNG-IDN010,last_mile,CAN-BANDAR-LAMPUNG,province,IDN010,Kepulauan Riau,762.926,1.250,953.658,2200,14.00,1.000,1.0279,16000,false
LM-CAN-BANDAR-LAMPUNG-IDN011,last_mile,CAN-BANDAR-LAMPUNG,province,IDN011,DKI Jakarta,193.459,1.250,241.824,2200,14.00,1.160,1.0461,6800,false
LM-CAN-BANDAR-LAMPUNG-IDN012,last_mile,CAN-BANDAR-LAMPUNG,province,IDN012,Jawa Barat,293.123,1.250,366.403,2200,14.00,1.160,1.0064,8600,false
LM-CAN-BANDAR-LAMPUNG-IDN013,last_mile,CAN-BANDAR-LAMPUNG,province,IDN013,Jawa Tengah,550.491,1.250,688.113,2200,14.00,1.160,1.0292,14100,false
LM-CAN-BANDAR-LAMPUNG-IDN014,last_mile,CAN-BANDAR-LAMPUNG,province,IDN014,Daerah Istimewa Yogyakarta,629.799,1.250,787.249,2200,14.00,1.160,0.9519,14600,false
LM-CAN-BANDAR-LAMPUNG-IDN015,last_mile,CAN-BANDAR-LAMPUNG,province,IDN015,Jawa Timur,856.350,1.250,1070.437,2200,14.00,1.160,1.0741,21400,false
LM-CAN-BANDAR-LAMPUNG-IDN016,last_mile,CAN-BANDAR-LAMPUNG,province,IDN016,Banten,142.774,1.250,178.468,2200,14.00,1.160,1.0130,5500,false
LM-CAN-BANDAR-LAMPUNG-IDN017,last_mile,CAN-BANDAR-LAMPUNG,province,IDN017,Bali,1102.559,1.250,1378.198,2200,14.00,1.160,0.9576,23900,false
LM-CAN-BANDAR-LAMPUNG-IDN018,last_mile,CAN-BANDAR-LAMPUNG,province,IDN018,Nusa Tenggara Barat,1335.953,1.250,1669.942,2200,14.00,1.240,0.9734,30900,false
LM-CAN-BANDAR-LAMPUNG-IDN019,last_mile,CAN-BANDAR-LAMPUNG,province,IDN019,Nusa Tenggara Timur,2048.187,1.250,2560.233,2200,14.00,1.240,1.0425,49200,false
LM-CAN-BANDAR-LAMPUNG-IDN020,last_mile,CAN-BANDAR-LAMPUNG,province,IDN020,Kalimantan Barat,878.054,1.250,1097.568,2200,14.00,1.160,1.0439,21300,false
LM-CAN-BANDAR-LAMPUNG-IDN021,last_mile,CAN-BANDAR-LAMPUNG,province,IDN021,Kalimantan Tengah,954.219,1.250,1192.774,2200,14.00,1.160,1.0778,23600,false
LM-CAN-BANDAR-LAMPUNG-IDN022,last_mile,CAN-BANDAR-LAMPUNG,province,IDN022,Kalimantan Selatan,1160.704,1.250,1450.880,2200,14.00,1.160,1.0326,27000,false
LM-CAN-BANDAR-LAMPUNG-IDN023,last_mile,CAN-BANDAR-LAMPUNG,province,IDN023,Kalimantan Timur,1425.027,1.250,1781.284,2200,14.00,1.160,0.9600,30200,false
LM-CAN-BANDAR-LAMPUNG-IDN024,last_mile,CAN-BANDAR-LAMPUNG,province,IDN024,Kalimantan Utara,1575.290,1.250,1969.112,2200,14.00,1.160,1.0118,34900,false
LM-CAN-BANDAR-LAMPUNG-IDN025,last_mile,CAN-BANDAR-LAMPUNG,province,IDN025,Sulawesi Utara,2205.762,1.250,2757.203,2200,14.00,1.160,0.9656,45700,false
LM-CAN-BANDAR-LAMPUNG-IDN026,last_mile,CAN-BANDAR-LAMPUNG,province,IDN026,Sulawesi Tengah,1809.881,1.250,2262.351,2200,14.00,1.160,0.9466,37200,false
LM-CAN-BANDAR-LAMPUNG-IDN027,last_mile,CAN-BANDAR-LAMPUNG,province,IDN027,Sulawesi Selatan,1633.939,1.250,2042.423,2200,14.00,1.160,1.0755,38400,false
LM-CAN-BANDAR-LAMPUNG-IDN028,last_mile,CAN-BANDAR-LAMPUNG,province,IDN028,Sulawesi Tenggara,1877.715,1.250,2347.144,2200,14.00,1.160,1.0117,41100,false
LM-CAN-BANDAR-LAMPUNG-IDN029,last_mile,CAN-BANDAR-LAMPUNG,province,IDN029,Gorontalo,1987.455,1.250,2484.319,2200,14.00,1.160,1.0785,46300,false
LM-CAN-BANDAR-LAMPUNG-IDN030,last_mile,CAN-BANDAR-LAMPUNG,province,IDN030,Sulawesi Barat,1597.838,1.250,1997.297,2200,14.00,1.160,1.0543,36900,false
LM-CAN-BANDAR-LAMPUNG-IDN031,last_mile,CAN-BANDAR-LAMPUNG,province,IDN031,Maluku,2861.739,1.250,3577.174,2200,14.00,1.320,0.9404,64900,false
LM-CAN-BANDAR-LAMPUNG-IDN032,last_mile,CAN-BANDAR-LAMPUNG,province,IDN032,Maluku Utara,2614.677,1.250,3268.346,2200,14.00,1.320,1.0413,65900,false
LM-CAN-BANDAR-LAMPUNG-IDN033,last_mile,CAN-BANDAR-LAMPUNG,province,IDN033,Papua,3736.781,1.250,4670.976,2200,14.00,1.320,0.9622,85900,false
LM-CAN-BANDAR-LAMPUNG-IDN034,last_mile,CAN-BANDAR-LAMPUNG,province,IDN034,Papua Barat Daya,3006.540,1.250,3758.176,2200,14.00,1.320,1.0501,76000,false
LM-CAN-BANDAR-LAMPUNG-IDN035,last_mile,CAN-BANDAR-LAMPUNG,province,IDN035,Papua Barat,3206.611,1.250,4008.264,2200,14.00,1.320,1.0124,77900,false
LM-CAN-BANDAR-LAMPUNG-IDN036,last_mile,CAN-BANDAR-LAMPUNG,province,IDN036,Papua Selatan,3741.084,1.250,4676.355,2200,14.00,1.320,0.9976,89100,false
LM-CAN-BANDAR-LAMPUNG-IDN037,last_mile,CAN-BANDAR-LAMPUNG,province,IDN037,Papua Tengah,3477.333,1.250,4346.667,2200,14.00,1.320,1.0697,89000,false
LM-CAN-BANDAR-LAMPUNG-IDN038,last_mile,CAN-BANDAR-LAMPUNG,province,IDN038,Papua Pegunungan,3798.604,1.250,4748.255,2200,14.00,1.320,0.9864,89400,false
